Question ID,Category,Difficulty,Question,Rank,Retrieved PDF,Relevant
32,Cultivation,Easy,What are the different methods of rice cultivation?,3,rice_cultivation.pdf,1
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,5,1-FERTILIZING 00.pdf,0
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,2,Rice.pdf,1
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,4,Weed-management-in-rice-.pdf,0
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,1,cultivation_irri.pdf,1
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,5,irrigation manual.pdf,1
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,4,manual_on_rice_cultivation_Mozambique.pdf,1
33,Cultivation,Medium,How should irrigation be managed during rice cultivation?,3,pests_irri.pdf,0
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,4,12-Steps-Required-for-Successful-Rice-Production.pdf,1
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,4,2-6-Diseases-of-Rice.pdf,0
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,3,Rice.pdf,1
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,4,cultivation_irri.pdf,1
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,2,irrigation manual.pdf,1
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,1,manual_on_rice_cultivation_Mozambique.pdf,1
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,2,nutrient_management_manual.pdf,1
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,5,pest_control.pdf,0
34,Cultivation,Medium,When should paddy fields be drained before harvesting?,4,pests_irri.pdf,0
35,Cultivation,Medium,What are the advantages of proper field leveling?,3,12-Steps-Required-for-Successful-Rice-Production.pdf,1
35,Cultivation,Medium,What are the advantages of proper field leveling?,5,AGRICULTURE AND IRRIGATION.pdf,1
35,Cultivation,Medium,What are the advantages of proper field leveling?,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
35,Cultivation,Medium,What are the advantages of proper field leveling?,2,Rice.pdf,1
35,Cultivation,Medium,What are the advantages of proper field leveling?,2,Weed-management-in-rice-.pdf,0
35,Cultivation,Medium,What are the advantages of proper field leveling?,4,cultivation_irri.pdf,1
35,Cultivation,Medium,What are the advantages of proper field leveling?,5,irrigation manual.pdf,1
35,Cultivation,Medium,What are the advantages of proper field leveling?,1,manual_on_rice_cultivation_Mozambique.pdf,1
35,Cultivation,Medium,What are the advantages of proper field leveling?,1,nutrient_management_manual.pdf,0
35,Cultivation,Medium,What are the advantages of proper field leveling?,3,pest_control.pdf,0
36,Cultivation,Medium,How can water be conserved during rice cultivation?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
36,Cultivation,Medium,How can water be conserved during rice cultivation?,5,AGRICULTURE AND IRRIGATION.pdf,1
36,Cultivation,Medium,How can water be conserved during rice cultivation?,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
36,Cultivation,Medium,How can water be conserved during rice cultivation?,4,Paddy.pdf,1
36,Cultivation,Medium,How can water be conserved during rice cultivation?,5,Rice.pdf,1
36,Cultivation,Medium,How can water be conserved during rice cultivation?,1,Weed-management-in-rice-.pdf,0
36,Cultivation,Medium,How can water be conserved during rice cultivation?,3,cultivation_irri.pdf,1
36,Cultivation,Medium,How can water be conserved during rice cultivation?,1,manual_on_rice_cultivation_Mozambique.pdf,1
36,Cultivation,Medium,How can water be conserved during rice cultivation?,2,nutrient_management_manual.pdf,0
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,3,Nutrient_management.pdf,1
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,3,Rice.pdf,1
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,5,cultivation_irri.pdf,1
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,3,indian_rice_varieties.pdf,1
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,5,irri_diseases.pdf,0
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,4,irrigation manual.pdf,0
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,2,manual_on_rice_cultivation_Mozambique.pdf,1
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,3,nutrient_management_manual.pdf,0
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,4,pest_control.pdf,0
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,2,pests_irri.pdf,0
37,Cultivation,Medium,What are the recommended practices for direct seeded rice?,5,rice_cultivation.pdf,1
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,2,Rice.pdf,1
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,4,Weed-management-in-rice-.pdf,0
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,1,cultivation_irri.pdf,1
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,1,irrigation manual.pdf,1
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,1,manual_on_rice_cultivation_Mozambique.pdf,1
38,Cultivation,Medium,How should nursery beds be prepared for rice seedlings?,5,pests_irri.pdf,1
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,3,Rice.pdf,1
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,3,Weed-management-in-rice-.pdf,0
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,5,Weed_control.pdf,0
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,1,indian_rice_varieties.pdf,1
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,2,irri_diseases.pdf,0
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,4,irrigation manual.pdf,1
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,4,manual_on_rice_cultivation_Mozambique.pdf,1
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,5,pest_control.pdf,0
39,Cultivation,Medium,What are the best practices for maintaining healthy rice seedlings?,2,pests_irri.pdf,0
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,3,1-FERTILIZING 00.pdf,0
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,2,12-Steps-Required-for-Successful-Rice-Production.pdf,1
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,3,Rice.pdf,1
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,2,Weed-management-in-rice-.pdf,0
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,4,cultivation_irri.pdf,1
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,5,irrigation manual.pdf,1
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,1,manual_on_rice_cultivation_Mozambique.pdf,1
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,1,nutrient_management_manual.pdf,0
40,Cultivation,Medium,How should irrigation be scheduled after transplanting?,4,rice_cultivation.pdf,1
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,2,12-Steps-Required-for-Successful-Rice-Production.pdf,1
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,3,Rice.pdf,1
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,1,Weed-management-in-rice-.pdf,0
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,5,cultivation_irri.pdf,1
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,4,indian_rice_varieties.pdf,0
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,1,manual_on_rice_cultivation_Mozambique.pdf,1
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,3,pest_control.pdf,0
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,4,pests_irri.pdf,0
41,Cultivation,Hard,Compare direct seeding and transplanting methods of rice cultivation.,4,rice_cultivation.pdf,1
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,1,1-FERTILIZING 00.pdf,1
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,4,12-Steps-Required-for-Successful-Rice-Production.pdf,1
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,3,Paddy.pdf,1
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,1,Rice.pdf,1
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,5,Weed-management-in-rice-.pdf,0
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,3,cultivation_irri.pdf,1
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,3,irrigation manual.pdf,1
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,5,manual_on_rice_cultivation_Mozambique.pdf,1
42,Cultivation,Hard,Explain the complete irrigation schedule throughout the rice crop cycle.,2,rice_varieties.pdf,0
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,5,Nutrient_management.pdf,0
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,4,Paddy.pdf,1
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,2,cultivation_irri.pdf,1
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,4,diseases_of_rice.pdf,0
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,5,irrigation manual.pdf,1
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,5,manual_on_rice_cultivation_Mozambique.pdf,1
43,Cultivation,Hard,What cultivation practices improve rice yield under limited water availability?,1,pests_irri.pdf,0
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,4,Paddy.pdf,1
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,5,Rice.pdf,1
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,1,Weed-management-in-rice-.pdf,1
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,3,cultivation_irri.pdf,1
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,5,irrigation manual.pdf,1
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,4,manual_on_rice_cultivation_Mozambique.pdf,1
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,1,pests_irri.pdf,0
44,Cultivation,Hard,Explain the importance of water management at different growth stages of rice.,4,rice_varieties.pdf,0
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,5,1-FERTILIZING 00.pdf,1
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,2,12-Steps-Required-for-Successful-Rice-Production.pdf,1
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,3,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,5,Nutrient_management.pdf,0
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,4,Rice.pdf,1
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,2,Weed-management-in-rice-.pdf,0
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,3,irrigation manual.pdf,1
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,1,manual_on_rice_cultivation_Mozambique.pdf,1
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,1,nutrient_management_manual.pdf,0
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,4,pests_irri.pdf,1
45,Cultivation,Hard,Describe the complete sequence of rice cultivation from land preparation to harvest.,5,rice_cultivation.pdf,1
46,Cultivation,Medium,What factors influence successful rice establishment?,4,1-FERTILIZING 00.pdf,0
46,Cultivation,Medium,What factors influence successful rice establishment?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
46,Cultivation,Medium,What factors influence successful rice establishment?,1,Nutrient_management.pdf,1
46,Cultivation,Medium,What factors influence successful rice establishment?,3,Paddy.pdf,1
46,Cultivation,Medium,What factors influence successful rice establishment?,3,Rice.pdf,1
46,Cultivation,Medium,What factors influence successful rice establishment?,3,Weed-management-in-rice-.pdf,1
46,Cultivation,Medium,What factors influence successful rice establishment?,2,manual_on_rice_cultivation_Mozambique.pdf,1
46,Cultivation,Medium,What factors influence successful rice establishment?,4,nutrient_management_manual.pdf,1
46,Cultivation,Medium,What factors influence successful rice establishment?,5,pest_control.pdf,0
46,Cultivation,Medium,What factors influence successful rice establishment?,4,pests_irri.pdf,0
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,2,12-Steps-Required-for-Successful-Rice-Production.pdf,1
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,5,Nutrient_management.pdf,1
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,4,Rice.pdf,1
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,4,Weed-management-in-rice-.pdf,1
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,3,cultivation_irri.pdf,1
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,2,irrigation manual.pdf,1
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,4,manual_on_rice_cultivation_Mozambique.pdf,1
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,1,nutrient_management_manual.pdf,1
47,Cultivation,Medium,How should rice fields be prepared before transplanting?,1,rice_cultivation.pdf,1
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,3,1-FERTILIZING 00.pdf,1
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,2,12-Steps-Required-for-Successful-Rice-Production.pdf,1
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,4,Weed-management-in-rice-.pdf,0
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,3,cultivation_irri.pdf,1
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,1,manual_on_rice_cultivation_Mozambique.pdf,1
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,1,nutrient_management_manual.pdf,1
48,Cultivation,Medium,What are the common mistakes during rice cultivation and how can they be avoided?,2,pests_irri.pdf,0
49,Cultivation,Hard,How does irrigation management affect rice productivity?,1,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
49,Cultivation,Hard,How does irrigation management affect rice productivity?,2,Paddy.pdf,1
49,Cultivation,Hard,How does irrigation management affect rice productivity?,5,Rice.pdf,1
49,Cultivation,Hard,How does irrigation management affect rice productivity?,4,Weed-management-in-rice-.pdf,0
49,Cultivation,Hard,How does irrigation management affect rice productivity?,4,cultivation_irri.pdf,1
49,Cultivation,Hard,How does irrigation management affect rice productivity?,3,irrigation manual.pdf,1
49,Cultivation,Hard,How does irrigation management affect rice productivity?,5,manual_on_rice_cultivation_Mozambique.pdf,1
49,Cultivation,Hard,How does irrigation management affect rice productivity?,5,nutrient_management_manual.pdf,1
49,Cultivation,Hard,How does irrigation management affect rice productivity?,1,pests_irri.pdf,1
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,4,1-FERTILIZING 00.pdf,1
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,4,12-Steps-Required-for-Successful-Rice-Production.pdf,1
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,5,Nutrient_management.pdf,1
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,1,Rice.pdf,1
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,5,Weed-management-in-rice-.pdf,0
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,5,cultivation_irri.pdf,1
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,3,irri_diseases.pdf,0
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,1,irrigation manual.pdf,1
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,1,manual_on_rice_cultivation_Mozambique.pdf,1
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,4,pest_control.pdf,0
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,3,pests_irri.pdf,1
50,Cultivation,Hard,Explain climate-smart cultivation practices for sustainable rice production.,5,rice_cultivation.pdf,1
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,3,1-FERTILIZING 00.pdf,1
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,2,AGRICULTURE AND IRRIGATION.pdf,1
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,2,Nutrient_management.pdf,1
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,4,Rice.pdf,1
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,1,cultivation_irri.pdf,1
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,5,fertilizers.pdf,1
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,3,nutrient_management_manual.pdf,1
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,3,pests_irri.pdf,0
51,Fertilizers,Easy,What are the major nutrients required for rice growth?,2,rice_cultivation.pdf,1
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,1,1-FERTILIZING 00.pdf,1
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,5,12-Steps-Required-for-Successful-Rice-Production.pdf,0
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,4,Nutrient_management.pdf,1
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,4,Rice.pdf,1
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,3,fertilizers.pdf,1
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,4,manual_on_rice_cultivation_Mozambique.pdf,1
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,4,nutrient_management_manual.pdf,1
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,2,pest_control.pdf,0
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,1,pests_irri.pdf,0
52,Fertilizers,Easy,What are the symptoms of nitrogen deficiency in rice?,2,rice_cultivation.pdf,1
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,1,1-FERTILIZING 00.pdf,1
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,4,Rice.pdf,1
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,2,cultivation_irri.pdf,1
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,3,diseases_of_rice.pdf,0
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,2,fertilizers.pdf,1
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,4,irrigation manual.pdf,1
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,5,manual_on_rice_cultivation_Mozambique.pdf,1
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,3,nutrient_management_manual.pdf,1
53,Fertilizers,Easy,What are the symptoms of phosphorus deficiency?,1,pest_control.pdf,0
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,1,1-FERTILIZING 00.pdf,1
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,2,Rice.pdf,1
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,3,fertilizers.pdf,1
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,4,nutrient_management_manual.pdf,1
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,5,pests_irri.pdf,0
54,Fertilizers,Easy,What are the symptoms of potassium deficiency?,2,rice_varieties.pdf,0
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,1,1-FERTILIZING 00.pdf,1
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,4,12-Steps-Required-for-Successful-Rice-Production.pdf,1
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,5,AGRICULTURE AND IRRIGATION.pdf,1
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,2,Nutrient_management.pdf,1
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,1,Paddy.pdf,1
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,2,Rice.pdf,1
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,4,Weed-management-in-rice-.pdf,1
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,4,fertilizers.pdf,1
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,5,irri_diseases.pdf,0
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,5,manual_on_rice_cultivation_Mozambique.pdf,1
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,3,nutrient_management_manual.pdf,1
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,4,pest_control.pdf,1
55,Fertilizers,Easy,Which fertilizer is commonly applied during the tillering stage?,3,pests_irri.pdf,1
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,4,1-FERTILIZING 00.pdf,1
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,3,12-Steps-Required-for-Successful-Rice-Production.pdf,0
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,3,Rice.pdf,1
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,3,Weed_control.pdf,1
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,2,cultivation_irri.pdf,1
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,1,fertilizers.pdf,1
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,5,govt_schemes.pdf,0
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,4,manual_on_rice_cultivation_Mozambique.pdf,1
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,2,nutrient_management_manual.pdf,1
56,Fertilizers,Medium,How should nitrogen fertilizer be applied for maximum efficiency?,1,pests_irri.pdf,1
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,1,1-FERTILIZING 00.pdf,1
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,2,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,1,Nutrient_management.pdf,1
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,2,cultivation_irri.pdf,0
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,4,fertilizers.pdf,1
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,3,manual_on_rice_cultivation_Mozambique.pdf,1
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,3,nutrient_management_manual.pdf,1
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,5,pest_control.pdf,1
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,2,pests_irri.pdf,1
57,Fertilizers,Medium,What is integrated nutrient management in rice cultivation?,5,rice_cultivation.pdf,1
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,4,1-FERTILIZING 00.pdf,1
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,5,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,4,Paddy.pdf,1
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,5,Rice.pdf,1
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,1,Weed_control.pdf,1
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,2,cultivation_irri.pdf,1
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,2,manual_on_rice_cultivation_Mozambique.pdf,1
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,3,nutrient_management_manual.pdf,1
58,Fertilizers,Medium,How should fertilizer application be scheduled throughout the crop season?,3,pests_irri.pdf,1
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,2,1-FERTILIZING 00.pdf,1
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,1,12-Steps-Required-for-Successful-Rice-Production.pdf,1
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,4,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,5,Paddy.pdf,1
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,5,Rice.pdf,1
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,2,Weed-management-in-rice-.pdf,1
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,5,fertilizers.pdf,1
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,4,irrigation manual.pdf,1
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,4,manual_on_rice_cultivation_Mozambique.pdf,1
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,3,nutrient_management_manual.pdf,1
59,Fertilizers,Medium,What precautions should be followed while applying fertilizers to paddy?,3,pest_control.pdf,1
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,3,1-FERTILIZING 00.pdf,1
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,5,12-Steps-Required-for-Successful-Rice-Production.pdf,0
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,1,MODUL PADDY FERTILIZATION  IRRIGATION.pdf,1
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,5,Nutrient_management.pdf,1
60,Fertilizers,Medium,How does excessive nitrogen application affect rice crops?,4,Weed-management-in-rice-.pdf,0
